what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1368892387533
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1368892387534
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1368892387535
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1368892387619
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1368892387621
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1368892387635
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1368892387642
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1368892387656
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1368892387657
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1368892387657
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1368892387658
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1368892387668
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1368892387668
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1368892387669
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1368892387670
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1368892387671
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1368892387672
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1368892387673
started,bundle,org.tigris.subversion.clientadapter,1.8.3,"org.tigris.subversion.clientadapter",1368892387673
started,bundle,org.tigris.subversion.subclipse.core,1.8.13,"org.tigris.subversion.subclipse.core",1368892387674
started,bundle,org.tigris.subversion.subclipse.ui,1.8.12,"org.tigris.subversion.subclipse.ui",1368892387681
os,sysinfo,,,"win32",1368892387686
arch,sysinfo,,,"x86_64",1368892387686
ws,sysinfo,,,"win32",1368892387686
locale,sysinfo,,,"en_GB",1368892387686
processors,sysinfo,,,"2",1368892387686
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368892387686
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1368892387686
java.specification.name,sysinfo,,,"Java Platform API Specification",1368892387686
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368892387686
java.specification.version,sysinfo,,,"1.6",1368892387686
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1368892387686
java.version,sysinfo,,,"1.6.0_45",1368892387686
java.vm.info,sysinfo,,,"mixed mode",1368892387686
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1368892387686
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368892387686
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368892387686
java.vm.specification.version,sysinfo,,,"1.0",1368892387686
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1368892387686
java.vm.version,sysinfo,,,"20.45-b01",1368892387686
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1368892387739
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1368892387761
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1368892387896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368892397866
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1368892399373
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368892410794
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368892417139
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368892418136
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368892419861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892431643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892517166
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368892518928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892523570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892529769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892539150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892539235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892539516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892544824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892550936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892562433
error,log,,,"Core exception while retrieving the content description",1368892564381
error,log,,,"Core exception while retrieving the content description",1368892564384
error,log,,,"Core exception while retrieving the content description",1368892564386
error,log,,,"Core exception while retrieving the content description",1368892564389
error,log,,,"Core exception while retrieving the content description",1368892564393
error,log,,,"Core exception while retrieving the content description",1368892564395
error,log,,,"Core exception while retrieving the content description",1368892564397
error,log,,,"Core exception while retrieving the content description",1368892564401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892566312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892568825
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368892568836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368892568836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892571649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892571692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892571733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892575545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368892576806
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368892578790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892581355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892581464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892581480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892582070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892584702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892584922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892584964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892587330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368892589217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892591684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892591723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892591739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892592202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892608115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892614498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892626207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892626245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892626286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892628301
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368892629559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892631804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892631840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892631856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892631994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892634593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892658805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892668069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892749496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368892749504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368892749504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368892753667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368893950449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368893950466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368893950466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368893962330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894036996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894045441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894150283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368894150296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368894150296
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894151448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894172070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894194927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368894231309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894234728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894239263
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1368894242647
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1368894243007
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1368894243025
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1368894243158
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1368894244039
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1368894244186
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1368894244195
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1368894244204
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1368894244262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894261499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894309073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368894323461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894325872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894326684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894337089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894387328
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894387371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368894402054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368894410028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894451238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894498010
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894498048
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894509169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368894517615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894517924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894518412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894525847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894544967
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894558801
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894623704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894630838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894644544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894655815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894655876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894655896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894656503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894662983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894672828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894679838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894679892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894679911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894680399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894685217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894692004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894698210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894698264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894698286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894698631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894703795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894710036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894715762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894715815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894715834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894716228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894722162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894728554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894733972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894734022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894734055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894734439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894745920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894753166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894757485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894757541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894757562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894757772
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894760773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368894770314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894777774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894778814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894822436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894828490
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894828509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368894834432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894840090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894841834
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368894841843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368894841843
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894849433
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894858570
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894860200
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894860255
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894862860
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894862869
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894867378
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894869032
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1368894879089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894880393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1368894880424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894882795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368894890116
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894947782
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894947956
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894948008
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368894950479
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368894950479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894956017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894956127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368894962748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894964226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894965280
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368894970815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894973547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894983762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1368894983773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368894990486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895009732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1368895009743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895015133
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1368895020966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895051062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1368895051080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368895054148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1368895058805
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895060795
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895060887
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368895064057
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895064058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1368895068099
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1368895070122
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368895071321
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895075526
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895075588
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368895079325
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895079325
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368895112386
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895112578
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895112632
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1368895115516
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1368895115516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1368895118091
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1368895140492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895142186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895144194
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368895144224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368895144224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895147278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895149146
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368895149156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1368895149156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895156790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895867698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895871851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895881687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895896472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895907155
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1368895932300
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368895959013
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1368896005339
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1368896006305
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1368896006646
